board_state,mcts_prob,z_value
"[[0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0], [0, 1, 1, 1, 1, 0, -1, 0, 0, 1, 0], [-1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517], [0.018518518518518517, 0.0, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517], [0.0, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0], [0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0], [0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018518518518518517, 0.018518518518518517], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0], [0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517], [0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0], [0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517], [0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517], [0.0, 0.0, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0], [0, 1, 1, 1, 1, 0, -1, 0, 0, 1, 0], [-1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0], [0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0], [0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0], [0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.0, 0.01818181818181818, 0.0, 0.0, 0.01818181818181818, 0.0], [0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818], [0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0], [0.01818181818181818, 0.01818181818181818, 0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.0, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818], [0.0, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818], [0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0], [0, 1, 1, 1, 1, 0, -1, 0, 0, 1, 0], [-1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806], [0.017543859649122806, 0.0, 0.0, 0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806], [0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0], [0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0], [0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0], [0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806], [0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0], [0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806], [0.0, 0.0, 0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, 0, -1, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082], [0.01639344262295082, 0.0, 0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082], [0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0], [0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0], [0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0], [0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082], [0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0], [0.01639344262295082, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.0], [0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082], [0.01639344262295082, 0.0, 0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, 0, 1, 1, 0], [-1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082], [0.01639344262295082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082], [0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0], [0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0], [0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0], [0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082], [0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0], [0.01639344262295082, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082], [0.0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.0, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082], [0.01639344262295082, 0.0, 0.0, 0.0, 0.01639344262295082, 0.01639344262295082, 0.0, 0.01639344262295082, 0.0, 0.01639344262295082, 0.01639344262295082]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, 0, 1, 1, 0], [-1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, -1, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.0, 0.015873015873015872], [0.015873015873015872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015873015873015872, 0.0, 0.0, 0.015873015873015872], [0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0], [0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0, 0.0, 0.0, 0.015873015873015872, 0.0, 0.0], [0.0, 0.0, 0.0, 0.015873015873015872, 0.0, 0.0, 0.015873015873015872, 0.0, 0.0, 0.015873015873015872, 0.0], [0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.0, 0.015873015873015872, 0.0], [0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0, 0.015873015873015872], [0.015873015873015872, 0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0], [0.015873015873015872, 0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872], [0.0, 0.015873015873015872, 0.015873015873015872, 0.015873015873015872, 0.0, 0.0, 0.0, 0.0, 0.015873015873015872, 0.0, 0.015873015873015872], [0.015873015873015872, 0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.0, 0.015873015873015872, 0.0, 0.015873015873015872, 0.015873015873015872]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, 0, 1, 1, 0], [-1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, -1, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [1, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1], [0, -1, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.028985507246376812, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.0, 0.014492753623188406, 0.0, 0.014492753623188406, 0.0, 0.0, 0.014492753623188406], [0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0, 0.014492753623188406], [0.0, 0.0, 0.014492753623188406, 0.014492753623188406, 0.0, 0.028985507246376812, 0.0, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.0], [0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0, 0.014492753623188406, 0.0], [0.0, 0.014492753623188406, 0.028985507246376812, 0.014492753623188406, 0.028985507246376812, 0.0, 0.014492753623188406, 0.0, 0.0, 0.014492753623188406, 0.0], [0.0, 0.0, 0.014492753623188406, 0.0, 0.014492753623188406, 0.0, 0.014492753623188406, 0.014492753623188406, 0.028985507246376812, 0.0, 0.014492753623188406], [0.014492753623188406, 0.0, 0.014492753623188406, 0.028985507246376812, 0.014492753623188406, 0.014492753623188406, 0.0, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406, 0.0], [0.014492753623188406, 0.0, 0.0, 0.0, 0.014492753623188406, 0.014492753623188406, 0.0, 0.0, 0.014492753623188406, 0.014492753623188406, 0.014492753623188406], [0.0, 0.028985507246376812, 0.014492753623188406, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.028985507246376812], [0.014492753623188406, 0.0, 0.0, 0.0, 0.014492753623188406, 0.014492753623188406, 0.0, 0.014492753623188406, 0.0, 0.014492753623188406, 0.014492753623188406]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, 0, 1, 1, 0], [-1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, -1, -1, -1, 0, -1, -1, 0, -1], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [1, -1, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, -1, 0, 0, -1], [0, -1, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.03225806451612903, 0.010752688172043012, 0.021505376344086023, 0.010752688172043012, 0.0, 0.010752688172043012, 0.0, 0.010752688172043012, 0.0, 0.0, 0.021505376344086023], [0.010752688172043012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021505376344086023, 0.0, 0.0, 0.010752688172043012], [0.0, 0.0, 0.021505376344086023, 0.010752688172043012, 0.0, 0.021505376344086023, 0.0, 0.03225806451612903, 0.010752688172043012, 0.010752688172043012, 0.0], [0.021505376344086023, 0.010752688172043012, 0.010752688172043012, 0.010752688172043012, 0.021505376344086023, 0.0, 0.0, 0.0, 0.021505376344086023, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021505376344086023, 0.0, 0.0, 0.021505376344086023, 0.0], [0.0, 0.03225806451612903, 0.010752688172043012, 0.010752688172043012, 0.010752688172043012, 0.0, 0.043010752688172046, 0.0, 0.0, 0.010752688172043012, 0.0], [0.0, 0.0, 0.010752688172043012, 0.0, 0.021505376344086023, 0.0, 0.021505376344086023, 0.03225806451612903, 0.0, 0.0, 0.010752688172043012], [0.010752688172043012, 0.0, 0.010752688172043012, 0.010752688172043012, 0.010752688172043012, 0.021505376344086023, 0.0, 0.0, 0.021505376344086023, 0.021505376344086023, 0.0], [0.010752688172043012, 0.0, 0.0, 0.0, 0.010752688172043012, 0.010752688172043012, 0.0, 0.0, 0.021505376344086023, 0.010752688172043012, 0.010752688172043012], [0.0, 0.03225806451612903, 0.010752688172043012, 0.021505376344086023, 0.0, 0.0, 0.0, 0.0, 0.010752688172043012, 0.0, 0.010752688172043012], [0.010752688172043012, 0.0, 0.0, 0.0, 0.010752688172043012, 0.021505376344086023, 0.0, 0.010752688172043012, 0.0, 0.03225806451612903, 0.021505376344086023]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, -1, 1, 1, 0], [-1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, -1, -1, -1, 0, -1, -1, 0, -1], [1, 1, 0, 0, 0, 1, 0, -1, -1, 0, 1], [1, -1, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, -1, 0, 0, -1], [0, -1, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.01680672268907563, 0.01680672268907563, 0.025210084033613446, 0.025210084033613446, 0.0, 0.008403361344537815, 0.0, 0.025210084033613446, 0.0, 0.0, 0.008403361344537815], [0.008403361344537815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01680672268907563], [0.0, 0.0, 0.025210084033613446, 0.008403361344537815, 0.0, 0.025210084033613446, 0.0, 0.008403361344537815, 0.008403361344537815, 0.025210084033613446, 0.0], [0.025210084033613446, 0.025210084033613446, 0.025210084033613446, 0.01680672268907563, 0.03361344537815126, 0.0, 0.0, 0.0, 0.025210084033613446, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025210084033613446, 0.0, 0.0, 0.025210084033613446, 0.0], [0.0, 0.0, 0.01680672268907563, 0.01680672268907563, 0.008403361344537815, 0.0, 0.025210084033613446, 0.0, 0.0, 0.008403361344537815, 0.0], [0.0, 0.0, 0.01680672268907563, 0.0, 0.01680672268907563, 0.0, 0.008403361344537815, 0.025210084033613446, 0.0, 0.0, 0.008403361344537815], [0.01680672268907563, 0.0, 0.01680672268907563, 0.025210084033613446, 0.008403361344537815, 0.008403361344537815, 0.0, 0.0, 0.01680672268907563, 0.008403361344537815, 0.0], [0.03361344537815126, 0.0, 0.0, 0.0, 0.025210084033613446, 0.025210084033613446, 0.0, 0.0, 0.01680672268907563, 0.025210084033613446, 0.008403361344537815], [0.0, 0.008403361344537815, 0.025210084033613446, 0.01680672268907563, 0.0, 0.0, 0.0, 0.0, 0.008403361344537815, 0.0, 0.01680672268907563], [0.025210084033613446, 0.0, 0.0, 0.0, 0.008403361344537815, 0.008403361344537815, 0.0, 0.008403361344537815, 0.0, 0.01680672268907563, 0.01680672268907563]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, -1, 1, 1, 0], [-1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, -1, -1, -1, 1, -1, -1, 0, -1], [1, 1, 0, 0, 0, 1, 0, -1, -1, 0, 1], [1, -1, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, -1, 0, 0, -1], [0, -1, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, -1, 1, 0, 0]]","[[0.009900990099009901, 0.009900990099009901, 0.0297029702970297, 0.009900990099009901, 0.0, 0.009900990099009901, 0.0, 0.009900990099009901, 0.0, 0.0, 0.009900990099009901], [0.009900990099009901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019801980198019802], [0.0, 0.0, 0.009900990099009901, 0.009900990099009901, 0.0, 0.04950495049504951, 0.0, 0.019801980198019802, 0.019801980198019802, 0.009900990099009901, 0.0], [0.0297029702970297, 0.009900990099009901, 0.0297029702970297, 0.039603960396039604, 0.0297029702970297, 0.0, 0.0, 0.0, 0.0297029702970297, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019801980198019802, 0.0], [0.0, 0.0, 0.009900990099009901, 0.019801980198019802, 0.009900990099009901, 0.0, 0.0297029702970297, 0.0, 0.0, 0.009900990099009901, 0.0], [0.0, 0.0, 0.009900990099009901, 0.0, 0.009900990099009901, 0.0, 0.019801980198019802, 0.019801980198019802, 0.0, 0.0, 0.009900990099009901], [0.009900990099009901, 0.0, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.0297029702970297, 0.0, 0.0, 0.019801980198019802, 0.009900990099009901, 0.0], [0.0297029702970297, 0.0, 0.0, 0.0, 0.009900990099009901, 0.019801980198019802, 0.0, 0.0, 0.0297029702970297, 0.0297029702970297, 0.019801980198019802], [0.0, 0.0297029702970297, 0.009900990099009901, 0.019801980198019802, 0.0, 0.0, 0.0, 0.0, 0.019801980198019802, 0.0, 0.009900990099009901], [0.019801980198019802, 0.0, 0.0, 0.0, 0.019801980198019802, 0.019801980198019802, 0.0, 0.0, 0.0, 0.0297029702970297, 0.009900990099009901]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0], [0, 1, 1, 1, 1, -1, -1, -1, 1, 1, 0], [-1, -1, 0, 0, 1, -1, -1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, -1, -1, -1, 1, -1, -1, 0, -1], [1, 1, 0, 0, 0, 1, 0, -1, -1, 0, 1], [1, -1, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, -1, 0, 0, -1], [0, -1, 1, -1, 0, 0, -1, -1, 0, 0, 0], [1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, -1, 1, 0, 0]]","[[0.007633587786259542, 0.022900763358778626, 0.015267175572519083, 0.015267175572519083, 0.0, 0.015267175572519083, 0.0, 0.022900763358778626, 0.0, 0.0, 0.015267175572519083], [0.015267175572519083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015267175572519083], [0.0, 0.0, 0.022900763358778626, 0.022900763358778626, 0.0, 0.015267175572519083, 0.0, 0.030534351145038167, 0.007633587786259542, 0.03816793893129771, 0.0], [0.015267175572519083, 0.015267175572519083, 0.0, 0.022900763358778626, 0.007633587786259542, 0.0, 0.0, 0.0, 0.015267175572519083, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030534351145038167, 0.0], [0.0, 0.0, 0.015267175572519083, 0.0, 0.015267175572519083, 0.0, 0.015267175572519083, 0.0, 0.0, 0.030534351145038167, 0.0], [0.0, 0.0, 0.022900763358778626, 0.0, 0.030534351145038167, 0.0, 0.007633587786259542, 0.007633587786259542, 0.0, 0.0, 0.015267175572519083], [0.030534351145038167, 0.0, 0.015267175572519083, 0.007633587786259542, 0.015267175572519083, 0.03816793893129771, 0.0, 0.0, 0.015267175572519083, 0.022900763358778626, 0.0], [0.022900763358778626, 0.0, 0.0, 0.0, 0.022900763358778626, 0.007633587786259542, 0.0, 0.0, 0.007633587786259542, 0.022900763358778626, 0.030534351145038167], [0.0, 0.007633587786259542, 0.022900763358778626, 0.022900763358778626, 0.0, 0.0, 0.0, 0.0, 0.030534351145038167, 0.0, 0.007633587786259542], [0.007633587786259542, 0.0, 0.0, 0.0, 0.030534351145038167, 0.022900763358778626, 0.0, 0.0, 0.0, 0.030534351145038167, 0.007633587786259542]]",1
